,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scanbrand Oy,05.08.2015,
1,Y-tunnus,2700693-9,,
2,Kotipaikka,Helsinki,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,02.02.2022,
12,Postiosoite,c/o Sonja Vartio  Bergmansgatan 18 D 40  00140  Helsinki  Suomi,,
13,Käyntiosoite,c/o Sonja Vartio  Bergmansgatan 18 D 40  00140  Helsinki  Suomi,,
14,Puhelin,0405419911,,
15,Sähköposti,sonja.vartio(a)interbrands.fi,,
