,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Autotek Valenci Oy,21.09.2015,
1,Y-tunnus,2710734-2,,
2,Kotipaikka,Helsinki,21.09.2015,
3,Yritysmuoto,Osakeyhtiö,21.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.09.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.09.2015,,
8,Yrityksen tila,Rekisterissä,21.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.04.2021,
11,Yhteystiedot,,11.09.2015,
12,Käyntiosoite,Susikuja 9  04130  Sipoo  Suomi,,
13,Puhelin,040 533 1135,,
14,Sähköposti,valenci.moshe(a)yahoo.com,,
