,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Comodin Oy,15.07.2015,
1,Y-tunnus,2695558-5,,
2,Kotipaikka,Helsinki,15.07.2015,
3,Yritysmuoto,Osakeyhtiö,15.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.07.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.07.2015,,
8,Yrityksen tila,Rekisterissä,15.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,08.04.2020,
12,Postiosoite,Snellmaninkatu 17 A 5  00170  Helsinki  Suomi,,
13,Käyntiosoite,Snellmaninkatu 17 A 5  00170  Helsinki  Suomi,,
14,Puhelin,"+35840 828 8373, +358 40 828 8373",,
15,Sähköposti,matti.hautsalo(a)gmail.com,,
