,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Johanna Lampila Oy,29.04.2015,
1,Y-tunnus,2686686-5,,
2,Kotipaikka,Porvoo,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,17.04.2015,
12,Postiosoite,Agneksenkuja 4  06650  Hamari  Suomi,,
13,Käyntiosoite,Agneksenkuja 4  06650  Hamari  Suomi,,
14,Puhelin,040 567 4422,,
15,Sähköposti,info(a)johannalampila.com,,
16,Www,http://www.johannalampila.com,,
