,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rekijoki Electronics Oy,23.12.2015,
1,Y-tunnus,2731816-6,,
2,Kotipaikka,Salo,23.12.2015,
3,Yritysmuoto,Osakeyhtiö,23.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.08.2022,09.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.12.2015,,
8,Yrityksen tila,Rekisterissä,23.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.10.2020,
11,Yhteystiedot,,16.11.2020,
12,Postiosoite,c/o Juha Simola  Vilkastuksenkatu 7 E 24  20320  Turku  Suomi,,
13,Käyntiosoite,c/o Juha Simola  Vilkastuksenkatu 7 E 24  20320  Turku  Suomi,,
14,Puhelin,050 480 1731,,
15,Sähköposti,juha.simola(a)saloradiotele.fi,,
16,Www,http://www.saloradiotele.fi,,
