,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Habida Oy,18.11.2015,
1,Y-tunnus,2724479-3,,
2,Kotipaikka,Helsinki,18.11.2015,
3,Yritysmuoto,Osakeyhtiö,18.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.11.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.11.2015,,
8,Yrityksen tila,Rekisterissä,18.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.03.2020,
11,Yhteystiedot,,08.12.2015,
12,Postiosoite,Hollantilaisentie 9 B 14  00330  Helsinki  Suomi,,
13,Puhelin,0405526025,,
14,Sähköposti,harry(a)damsten.net,,
