,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nostopalvelu Kinnunen Oy,03.11.2015,
1,Y-tunnus,2708173-6,,
2,Kotipaikka,Pieksämäki,11.05.2022,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.02.2023,14.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.09.2015,,
8,Yrityksen tila,Rekisterissä,09.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,03.12.2020,
12,Postiosoite,Tahintie 14 D 19  76100  Pieksämäki  Suomi,,
13,Käyntiosoite,Tahintie 14 D 19  76100  Pieksämäki  Suomi,,
14,Puhelin,0400658978,,
15,Sähköposti,nosto.net(a)gmail.com,,
