,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennus ja Autotarvike RATI Oy,15.01.2021,
1,Y-tunnus,2738245-9,,
2,Kotipaikka,Isokyrö,03.02.2016,
3,Yritysmuoto,Osakeyhtiö,03.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2016,,
6,Viimeisin rekisteröintiajankohta,17.04.2023,17.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.02.2016,,
8,Yrityksen tila,Rekisterissä,03.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.04.2020,
11,Yhteystiedot,,13.02.2017,
12,Postiosoite,Pohjankyröntie 139  61500  Isokyrö  Suomi,,
13,Käyntiosoite,pohjankyröntie 139  61500  Isokyrö  Suomi,,
14,Puhelin,0408347360,,
15,Sähköposti,teemu.buckman(a)gmail.com,,
