,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Onnenkivi Palvelut Oy,21.05.2015,
1,Y-tunnus,2689182-5,,
2,Kotipaikka,Asikkala,21.05.2015,
3,Yritysmuoto,Osakeyhtiö,21.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.03.2023,02.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.05.2015,,
8,Yrityksen tila,Rekisterissä,21.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,06.10.2022,
12,Postiosoite,Laaksokatu 3 A 4  15140  Lahti  Suomi,,
13,Käyntiosoite,Vesijärvenkatu 42 as. 11  15140  Lahti  Suomi,,
14,Puhelin,0503368080,,
15,Sähköposti,pia.oksanen(a)onnenkivi.fi,,
16,Www,http://www.onnenkivi.fi,,
