,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Twist - Hair Oy,01.01.2016,
1,Y-tunnus,2721963-5,,
2,Kotipaikka,Espoo,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,01.04.2023,01.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,10.07.2017,
12,Postiosoite,c/o Merivirta  Merivirta 13 A 34  02320  Espoo  Suomi,,
13,Käyntiosoite,c/o Mervirta  Merivirta 13 A 34  02320  Espoo  Suomi,,
14,Sähköposti,rauni.tsevas(a)gmail.com,,
