,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karjalan Tuulimylly Oy,16.04.2015,
1,Y-tunnus,2683778-1,,
2,Kotipaikka,Luumäki,16.04.2015,
3,Yritysmuoto,Osakeyhtiö,16.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.04.2015,,
6,Viimeisin rekisteröintiajankohta,31.08.2022,31.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.04.2015,,
8,Yrityksen tila,Rekisterissä,16.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,24.04.2019,
12,Postiosoite,Someronmäki 6  54590  Kaitjärvi  Suomi,,
13,Puhelin,041 4739 591,,
14,Sähköposti,kazak.albert(a)yandex.ru,,
