,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,J.Sovisalo Oy,26.11.2015,
1,Y-tunnus,2725645-2,,
2,Kotipaikka,Siikalatva,26.11.2015,
3,Yritysmuoto,Osakeyhtiö,26.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.11.2015,,
6,Viimeisin rekisteröintiajankohta,04.10.2022,04.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.11.2015,,
8,Yrityksen tila,Rekisterissä,26.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,18.11.2015,
12,Postiosoite,Karhukankaantie 1471  92500  Rantsila  Suomi,,
13,Käyntiosoite,Karhukankaantie 1471  92500  Rantsila  Suomi,,
14,Puhelin,0405145626,,
15,Sähköposti,jani.sovisalo(a)luukku.com,,
