,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuoreksenniemen Norppa Oy,01.10.2015,
1,Y-tunnus,2692294-3,,
2,Kotipaikka,Tampere,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,18.09.2022,18.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.09.2022,
11,Yhteystiedot,,05.03.2023,
12,Postiosoite,c/o Kojo  Katajaharjuntie 2 A 10  00200  Helsinki  Suomi,,
13,Käyntiosoite,c/o Kojo  Katajaharjuntie 2 A 10  00200  Helsinki  Suomi,,
14,Puhelin,"0400493304, 0400493304",,
15,Sähköposti,katja.aalto(a)me.com,,
