,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Devisioona Oy,08.07.2015,
1,Y-tunnus,2698902-1,,
2,Kotipaikka,Helsinki,08.07.2015,
3,Yritysmuoto,Osakeyhtiö,08.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.07.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.07.2015,,
8,Yrityksen tila,Rekisterissä,08.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.06.2020,
11,Yhteystiedot,,01.10.2016,
12,Postiosoite,Vilhonkatu 5 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,Vilhonkatu 5 A  00100  Helsinki  Suomi,,
14,Puhelin,0505738525,,
15,Sähköposti,arttu.kataja(a)avarko.com,,
