,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Perfect Blue Oy,02.04.2015,
1,Y-tunnus,2682900-1,,
2,Kotipaikka,Vihti,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,01.10.2020,01.10.2020,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,23.03.2015,
12,Postiosoite,Mansikka-ahontie 12  03100  Nummela  Suomi,,
13,Käyntiosoite,Mansikka-ahontie 12  03100  Nummela  Suomi,,
14,Puhelin,040 5157616,,
15,Sähköposti,johanna.m.hamalainen(a)gmail.com,,
