,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Otso Capital Oy,05.03.2015,
1,Y-tunnus,2677444-2,,
2,Kotipaikka,Helsinki,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Viimeisin rekisteröintiajankohta,03.01.2023,03.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
8,Yrityksen tila,Rekisterissä,05.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.04.2020,
11,Yhteystiedot,,27.01.2018,
12,Postiosoite,Miilutie 13 A  00670  Helsinki  Suomi,,
13,Käyntiosoite,Miilutie 13 A  00670  Helsinki  Suomi,,
14,Puhelin,+358505174613,,
15,Sähköposti,tero(a)hitsitalo.fi,,
