,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennus P. Lilja Oy,01.02.2021,
1,Y-tunnus,2680525-3,,
2,Kotipaikka,Lohja,01.02.2021,
3,Yritysmuoto,Osakeyhtiö,01.02.2021,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.03.2015,,
6,Viimeisin rekisteröintiajankohta,05.05.2022,05.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.03.2015,,
8,Yrityksen tila,Rekisterissä,18.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2021,
11,Yhteystiedot,,16.12.2020,
12,Postiosoite,Kasarminkatu 3 11  08100  Lohja  Suomi,,
13,Puhelin,0400473167,,
14,Sähköposti,rakennus.plilja(a)gmail.com,,
