,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Co-pilot Consulting Oy,15.06.2015,
1,Y-tunnus,2694008-4,,
2,Kotipaikka,Kirkkonummi,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2022,14.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,31.07.2018,
12,Postiosoite,c/o Thomas Hietto  Sibeliuksenkatu 11 B 25  00250  Helsinki  Suomi,,
13,Sähköposti,thomashietto(a)icloud.com,,
