,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Juvan Lääkintävoimistelu Lea Hyötyläinen Oy,29.12.2015,
1,Y-tunnus,2732591-3,,
2,Kotipaikka,Juva,29.12.2015,
3,Yritysmuoto,Osakeyhtiö,29.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.12.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2023,11.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.12.2015,,
8,Yrityksen tila,Rekisterissä,29.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.01.2023,
11,Yhteystiedot,,19.01.2023,
12,Postiosoite,Juvantie 5  51900  Juva  Suomi,,
13,Käyntiosoite,Juvantie 5  51900  Juva  Suomi,,
14,Puhelin,"015651511, 0445444918",,
15,Sähköposti,jlv(a)juvanlaakintavoimistelu.fi,,
