,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Cellei Oy,20.01.2016,
1,Y-tunnus,2735872-3,,
2,Kotipaikka,Jyväskylä,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.02.2020,
11,Yhteystiedot,,12.01.2016,
12,Postiosoite,Erämiehenkatu 21  40630  Jyväskylä  Suomi,,
13,Käyntiosoite,Erämiehenkatu 21  40630  Jyväskylä  Suomi,,
14,Puhelin,0503379310,,
15,Sähköposti,eija.selkamaa(a)gmail.com,,
