,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ab C. Öst Oy,26.08.2015,
1,Y-tunnus,2704122-4,,
2,Kotipaikka,Pedersören kunta,26.08.2015,
3,Yritysmuoto,Osakeyhtiö,26.08.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,26.08.2015,,
6,Viimeisin rekisteröintiajankohta,31.03.2023,31.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.08.2015,,
8,Yrityksen tila,Rekisterissä,26.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.03.2023,
11,Yhteystiedot,,12.08.2015,
12,Postiosoite,Bennäsvägen 500  68910  Bennäs  Suomi,,
13,Käyntiosoite,Bennäsvägen 500  68910  Bennäs  Suomi,,
14,Puhelin,050-4322509,,
15,Sähköposti,chriso86(a)hotmail.com,,
