,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Länsirannikon Energiaporaus Oy,06.05.2015,
1,Y-tunnus,2687831-3,,
2,Kotipaikka,Pori,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Viimeisin rekisteröintiajankohta,13.09.2022,13.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
8,Yrityksen tila,Rekisterissä,06.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.02.2020,
12,Postiosoite,c/o Juha Mustalahti  Harjannepolku 1  39100  Hämeenkyrö  Suomi,,
13,Käyntiosoite,c/o Juha Mustalahti  Harjannepolku 1  39100  Hämeenkyrö  Suomi,,
14,Puhelin,"040-8408247, 0449802609",,
15,Sähköposti,mustalahti1989(a)gmail.com,,
