,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Torikan Tila Oy,15.04.2015,
1,Y-tunnus,2682684-7,,
2,Kotipaikka,Laitila,15.04.2015,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
8,Yrityksen tila,Rekisterissä,15.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.03.2023,
11,Yhteystiedot,,23.03.2015,
12,Postiosoite,Torikantie 83  23800  Laitila  Suomi,,
13,Puhelin,0500 420 143,,
14,Sähköposti,janne.torikka(a)munax.fi,,
