,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OK-Senic Oy,10.11.2015,
1,Y-tunnus,2718803-1,,
2,Kotipaikka,Helsinki,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,03.08.2022,03.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.10.2019,
11,Yhteystiedot,,01.04.2016,
12,Postiosoite,Orioninkatu 9 B 29  00550  Helsinki  Suomi,,
13,Käyntiosoite,Säynäskuja 4  00560  Helsinki  Suomi,,
14,Sähköposti,ok-senic(a)outlook.com,,
