,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Steel Life Oy,01.03.2016,
1,Y-tunnus,2697074-2,,
2,Kotipaikka,Helsinki,01.03.2016,
3,Yritysmuoto,Osakeyhtiö,01.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.03.2016,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.03.2016,,
8,Yrityksen tila,Rekisterissä,01.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,20.05.2020,
12,Postiosoite,c/o Seppo Penttinen  Lemminkäisentie 21 B  04230  Kerava  Suomi,,
