,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Edda Productions Oy,29.09.2015,
1,Y-tunnus,2710796-7,,
2,Kotipaikka,Helsinki,29.09.2015,
3,Yritysmuoto,Osakeyhtiö,29.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,05.11.2022,05.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.03.2020,
11,Yhteystiedot,,31.03.2019,
12,Postiosoite,Lauttasaarentie 5 C 23  00200  Helsinki  Suomi,,
13,Käyntiosoite,Lauttasaarentie 5 C 23  00200  Helsinki  Suomi,,
14,Puhelin,"0503550643, 0503550643",,
15,Sähköposti,anne1laakso(a)gmail.com,,
