,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Courage Ventures Management Oy,08.04.2015,
1,Y-tunnus,2684056-9,,
2,Kotipaikka,Espoo,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.09.2022,30.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,27.11.2017,
12,Postiosoite,Lapinlahdenkatu 16  00180  Helsingfors  Suomi,,
13,Käyntiosoite,Lapinlahdenkatu 16  00180  Helsingfors  Suomi,,
