,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sähkö Sheriffi Oy,12.02.2015,
1,Y-tunnus,2673055-4,,
2,Kotipaikka,Espoo,12.02.2015,
3,Yritysmuoto,Osakeyhtiö,12.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2015,,
6,Viimeisin rekisteröintiajankohta,11.03.2022,11.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2015,,
8,Yrityksen tila,Rekisterissä,12.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.02.2015,
12,Postiosoite,Merivalkama 16 A 16  02320  Espoo  Suomi,,
13,Käyntiosoite,Merivalkama 16 A 16  02320  Espoo  Suomi,,
14,Puhelin,0400867093,,
15,Sähköposti,niko.serow(a)kolumbus.fi,,
