,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tanssiorkesteri Ippe Mansikka Oy,11.03.2015,
1,Y-tunnus,2678440-5,,
2,Kotipaikka,Pori,11.03.2015,
3,Yritysmuoto,Osakeyhtiö,11.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.03.2015,,
6,Lakkaamisajankohta,01.03.2021,01.03.2021,
7,Viimeisin rekisteröintiajankohta,01.03.2021,01.03.2021,
8,Yrityksen tiedot järjestelmässä alkaen,11.03.2015,,
9,Yrityksen tila,Lakannut,01.03.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
