,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kalusteasennus Alvo Immonen Oy,26.02.2015,
1,Y-tunnus,2672209-5,,
2,Kotipaikka,Savonlinna,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,02.02.2015,
12,Postiosoite,Louhentie 708  58220  Louhi  Suomi,,
13,Puhelin,050 3664728,,
14,Sähköposti,alvo.immonen(a)netti.fi,,
