,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,A2R YHTIÖ OY,20.07.2015,
1,Y-tunnus,2697195-6,,
2,Kotipaikka,Jämsä,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,23.09.2022,
12,Postiosoite,Sillanpäänkatu 22  35820  Mänttä  Suomi,,
13,Käyntiosoite,Sillanpäänkatu 22  35820  Mänttä  Suomi,,
14,Puhelin,0400959171,,
15,Sähköposti,aila.tuominen61(a)gmail.com,,
