,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taloasi Oy,25.06.2015,
1,Y-tunnus,2695000-4,,
2,Kotipaikka,Vaasa,25.06.2015,
3,Yritysmuoto,Osakeyhtiö,25.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.06.2015,,
8,Yrityksen tila,Rekisterissä,25.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.12.2021,
12,Postiosoite,c/o Taloasi oy  Punahongantie 15 B  96460  Rovaniemi  Suomi,,
13,Käyntiosoite,c/o Taloasi oy  Punahongantie 15 B  96460  Rovaniemi  Suomi,,
14,Puhelin,"0458826699, 045 882 6699",,
15,Sähköposti,siimonhurtig(a)gmail.com,,
16,Www,http://www.taloasi.fi,,
