,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jaakon Metalli Oy,18.11.2015,
1,Y-tunnus,2724878-6,,
2,Kotipaikka,Tampere,18.11.2015,
3,Yritysmuoto,Osakeyhtiö,18.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.11.2015,,
6,Viimeisin rekisteröintiajankohta,15.05.2021,15.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,18.11.2015,,
8,Yrityksen tila,Rekisterissä,18.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,06.07.2020,
12,Postiosoite,Korvasienenkaari 6 B  10650  Tammisaari  Suomi,,
13,Käyntiosoite,Korvasienenkaari 6 B  10650  Tammisaari  Suomi,,
14,Puhelin,0452793355,,
15,Sähköposti,jaakko.p.mannisto(a)gmail.com,,
