,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Psykoterapia ja konsultointi Heikkilä Oy,18.05.2015,
1,Y-tunnus,2688675-1,,
2,Kotipaikka,Hollola,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.09.2022,02.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,29.04.2015,
12,Postiosoite,Kumparetie 8  15880  Hollola  Suomi,,
13,Käyntiosoite,Hämeenkatu 5 A 1  15110  Lahti  Suomi,,
14,Puhelin,0445260549,,
15,Sähköposti,Jukka.heikkila(a)phnet.fi,,
