,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Himax Lkv Oy,06.11.2015,
1,Y-tunnus,2721457-8,,
2,Kotipaikka,Espoo,06.11.2015,
3,Yritysmuoto,Osakeyhtiö,06.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.11.2015,,
6,Viimeisin rekisteröintiajankohta,17.12.2022,17.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.11.2015,,
8,Yrityksen tila,Rekisterissä,06.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,16.09.2019,
12,Postiosoite,c/o Kaj Grönholm  Merivalkama 15 B 19  02320  Espoo  Suomi,,
13,Käyntiosoite,c/o Kaj Grönholm  Merivalkama 15 B 19  02320  Espoo  Suomi,,
14,Puhelin,0400 439753,,
15,Sähköposti,kaj(a)himaxlkv.fi,,
16,Www,http://www.himaxlkv.fi,,
