,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Göran Sundqvist Travelpartner Ab,14.12.2015,
1,Y-tunnus,2727309-2,,
2,Kotipaikka,Saltvik,14.12.2015,
3,Yritysmuoto,Osakeyhtiö,14.12.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,14.12.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2023,03.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.12.2015,,
8,Yrityksen tila,Rekisterissä,14.12.2015,
9,Yrityksen tilanne,Selvitystilassa,03.02.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,13.07.2020,
12,Yhteystiedot,,26.11.2015,
13,Postiosoite,Saltviksvägen 110  22320  Ödkarby  Suomi,,
14,Käyntiosoite,Saltviksvägen 110  22320  Ödkarby  Suomi,,
15,Puhelin,"018 48094, 0400 9700",,
16,Sähköposti,sundqvist(a)outlook.co,,
17,Www,http://www.resmedgoran.ax,,
