,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Saimaan Erikoispalvelut Oy,21.05.2015,
1,Y-tunnus,2691369-2,,
2,Kotipaikka,Imatra,21.05.2015,
3,Yritysmuoto,Osakeyhtiö,21.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.05.2015,,
6,Viimeisin rekisteröintiajankohta,12.10.2022,12.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.05.2015,,
8,Yrityksen tila,Rekisterissä,21.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.06.2020,
11,Yhteystiedot,,18.05.2015,
12,Postiosoite,Korvenkannantie 35  55100  Imatra  Suomi,,
13,Käyntiosoite,Korvenkannantie 35  55100  Imatra  Suomi,,
14,Puhelin,0404802550,,
15,Sähköposti,markotorikka(a)gmail.com,,
