,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nic Tec Oy Ab,24.02.2015,
1,Y-tunnus,2676195-9,,
2,Kotipaikka,Mustasaari,24.02.2015,
3,Yritysmuoto,Osakeyhtiö,24.02.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,24.02.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.02.2015,,
8,Yrityksen tila,Rekisterissä,24.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,16.02.2015,
12,Postiosoite,Öurvägen 48  66530  Kvevlax  Suomi,,
13,Käyntiosoite,Öurvägen 48  66530  Kvevlax  Suomi,,
14,Sähköposti,nicklas.nygard(a)gmail.com,,
