,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AiKaVet Oy,15.12.2015,
1,Y-tunnus,2728832-3,,
2,Kotipaikka,Helsinki,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksen tilanne,Selvitystilassa,04.01.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2019,
12,Yhteystiedot,,06.03.2020,
13,Postiosoite,c/o Aija Makkonen  Adolf Lindforsin tie 9 A 14  00400  Helsinki  Suomi,,
14,Käyntiosoite,c/o Aija Makkonen  Adolf Lindforsin tie 9 A 14  00400  Helsinki  Suomi,,
15,Puhelin,+358 407526103,,
16,Sähköposti,aikavet.oy(a)gmail.com,,
