,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tampereen Pinta-Asennus Oy,21.01.2016,
1,Y-tunnus,2722884-9,,
2,Kotipaikka,Lempäälä,17.11.2015,
3,Yritysmuoto,Osakeyhtiö,17.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.11.2015,,
6,Viimeisin rekisteröintiajankohta,30.11.2022,30.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.11.2015,,
8,Yrityksen tila,Rekisterissä,17.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,01.07.2022,
12,Postiosoite,Vanha Rutajärventie 75  37630  Valkeakoski  Suomi,,
13,Sähköposti,marjo.korpela(a)pinta-asennus.fi,,
