,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Psyykkisen hyvinvoinnin keskus Komppi Oy,06.10.2015,
1,Y-tunnus,2712155-8,,
2,Kotipaikka,Helsinki,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Lakkaamisajankohta,30.04.2021,30.04.2021,
7,Viimeisin rekisteröintiajankohta,13.01.2022,13.01.2022,
8,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
9,Yrityksen tila,Lakannut,30.04.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
