,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuohikko Oy,01.04.2015,
1,Y-tunnus,2679974-6,,
2,Kotipaikka,Oulu,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,01.11.2022,01.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksen tilanne,Konkurssissa,01.11.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
12,Yhteystiedot,,05.03.2015,
13,Postiosoite,Korpikuja 2  90940  Jääli  Suomi,,
14,Puhelin,"040 500 5126, 040 500 5126",,
15,Sähköposti,paavo.halkola(a)pp.inet.fi,,
