,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arabian Putki Oy,01.09.2015,
1,Y-tunnus,2704500-6,,
2,Kotipaikka,Helsinki,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2021,18.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.04.2020,
11,Yhteystiedot,,17.08.2020,
12,Postiosoite,Kustaa vaasan tie 31  00560  Helsinki  Suomi,,
13,Käyntiosoite,Kustaa vaasan tie 31  00560  Helsinki  Suomi,,
14,Puhelin,"0445629982, 0445629982",,
15,Sähköposti,ronnie.ilander(a)outlook.com,,
