,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Storholm Capital AB,30.03.2015,
1,Y-tunnus,2683471-6,,
2,Kotipaikka,Helsinki,30.03.2015,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2023,25.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,29.06.2021,
12,Postiosoite,c/o Markus Isosaari  Telakkakatu 12 A 703  00150  Helsinki  Suomi,,
13,Käyntiosoite,c/o Markus Isosaari  Telakkakatu 12 A 703  00150  Helsinki  Suomi,,
