,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KotiaKohti Oy,13.03.2015,
1,Y-tunnus,2679041-8,,
2,Kotipaikka,Turku,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Viimeisin rekisteröintiajankohta,21.10.2021,21.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
8,Yrityksen tila,Rekisterissä,13.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,28.05.2020,
12,Postiosoite,c/o Nina Lahti  Suopunkitie 12 B 8  99830  Saariselkä  Suomi,,
13,Käyntiosoite,c/o Nina Lahti  Suopunkitie 12 B 8  99830  Saariselkä  Suomi,,
14,Puhelin,0400 374744,,
