,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sustecon Oy,04.09.2015,
1,Y-tunnus,2707885-2,,
2,Kotipaikka,Porvoo,04.09.2015,
3,Yritysmuoto,Osakeyhtiö,04.09.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,04.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.09.2015,,
8,Yrityksen tila,Rekisterissä,04.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.05.2020,
11,Yhteystiedot,,19.07.2019,
12,Postiosoite,Kalevankatu 50 A 10  00180  Helsingfors  Suomi,,
13,Käyntiosoite,Kalevankatu 50 A 10  00180  Helsingfors  Suomi,,
14,Puhelin,"0405703798, 0405703798",,
15,Sähköposti,asanystedt(a)gmail.com,,
