,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1412 Merja Mäkinen Oy,06.08.2015,
1,Y-tunnus,2699343-4,,
2,Kotipaikka,Pori,06.08.2015,
3,Yritysmuoto,Osakeyhtiö,06.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.08.2015,,
6,Viimeisin rekisteröintiajankohta,12.07.2022,12.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.08.2015,,
8,Yrityksen tila,Rekisterissä,06.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.01.2020,
11,Yhteystiedot,,06.02.2017,
12,Postiosoite,c/o 1412 Merja Mäkinen Oy  Valtakatu 7 A 11  28100  Pori  Suomi,,
13,Käyntiosoite,c/o R-kioski Pori Puistokulma  Eteläpuisto 9  28100  Pori  Suomi,,
