,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,J2 Invest Oy,29.10.2015,
1,Y-tunnus,2719138-8,,
2,Kotipaikka,Vantaa,29.10.2015,
3,Yritysmuoto,Osakeyhtiö,29.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.10.2015,,
8,Yrityksen tila,Rekisterissä,29.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.01.2020,
11,Yhteystiedot,,28.01.2020,
12,Postiosoite,c/o Sylvin  Koetilankatu 8 A 1  01520  Vantaa  Suomi,,
13,Käyntiosoite,c/o Sylvin  Koetilankatu 8 A 1  01520  Vantaa  Suomi,,
14,Puhelin,"+358400552445, +358400552445",,
15,Sähköposti,jaakko.sylvin(a)ksfs.fi,,
