,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zermatt Oy,07.01.2016,
1,Y-tunnus,2732582-5,,
2,Kotipaikka,Nurmijärvi,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
8,Yrityksen tila,Rekisterissä,07.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.04.2020,
12,Postiosoite,Veräjänkierto 35  01900  Nurmijärvi  Suomi,,
13,Käyntiosoite,Veräjänkierto 35  01900  Nurmijärvi  Suomi,,
14,Puhelin,"0403528899, 0403528899",,
15,Sähköposti,johanna.konttila(a)zermatt.fi,,
16,Www,http://www.zermatt.fi,,
