,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Truego Oy,01.02.2016,
1,Y-tunnus,2735312-1,,
2,Kotipaikka,Järvenpää,01.02.2016,
3,Yritysmuoto,Osakeyhtiö,01.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2016,,
8,Yrityksen tila,Rekisterissä,01.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.05.2020,
11,Yhteystiedot,,03.07.2019,
12,Postiosoite,c/o Melartin  Tunturikatu 9 A 4  00100  Helsinki  Suomi,,
13,Käyntiosoite,c/o Melartin  Tunturikatu 9 A 4  00100  Helsinki  Suomi,,
14,Puhelin,"050 3371727, 050 3371727",,
15,Sähköposti,tarja.melartin(a)fimnet.fi,,
