,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Restasony Oy,02.10.2015,
1,Y-tunnus,2714030-2,,
2,Kotipaikka,Vantaa,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,12.09.2022,12.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,06.06.2016,
12,Postiosoite,c/o Singh  Messikuja 7  01670  Vantaa  Suomi,,
13,Puhelin,0405484550,,
14,Sähköposti,sonysahota78(a)gmail.com,,
