,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Senni & Partners Oy,10.03.2022,
1,Y-tunnus,2710780-1,,
2,Kotipaikka,Vantaa,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2022,10.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
8,Yrityksen tila,Rekisterissä,07.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,26.08.2019,
12,Postiosoite,Lehtomäentie 5 B  01260  Vantaa  Suomi,,
13,Käyntiosoite,Lehtomäentie 5 B  01260  Vantaa  Suomi,,
14,Puhelin,"+358449862673, +358449862673",,
15,Sähköposti,markkinointi.marie(a)gmail.com,,
16,Www,http://www.mariemarie.fi,,
