,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BR-Saneeraus Oy,02.06.2015,
1,Y-tunnus,2693331-9,,
2,Kotipaikka,Forssa,02.06.2015,
3,Yritysmuoto,Osakeyhtiö,02.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.06.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.06.2015,,
8,Yrityksen tila,Rekisterissä,02.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,28.05.2015,
12,Postiosoite,Manujussintie 32  30100  Forssa  Suomi,,
13,Puhelin,0440306711,,
14,Sähköposti,kbkaitsu(a)gmail.com,,
