,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,EduEffect Finland Oy,03.11.2015,
1,Y-tunnus,2719835-2,,
2,Kotipaikka,Jyväskylä,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Viimeisin rekisteröintiajankohta,02.03.2023,02.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
8,Yrityksen tila,Rekisterissä,03.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.06.2022,
11,Yhteystiedot,,26.01.2022,
12,Postiosoite,c/o Jonne Rautio  Peräkaari 9  40900  Säynätsalo  Suomi,,
13,Puhelin,"+358 404817075, +358 404817075",,
14,Sähköposti,jonne.rautio(a)edueffect.fi,,
15,Www,http://www.edueffect.fi,,
