,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Optien Oy,05.10.2015,
1,Y-tunnus,2714908-3,,
2,Kotipaikka,Helsinki,05.10.2015,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,26.02.2021,
12,Postiosoite,c/o Markku Kukkonen  Sompasaarenlaituri 8 B 38  00540  Helsinki  Suomi,,
13,Puhelin,0400481750,,
14,Sähköposti,markkuekukkonen(a)gmail.com,,
