,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Perille Mobility Services Oy,07.08.2015,
1,Y-tunnus,2701407-4,,
2,Kotipaikka,Helsinki,07.08.2015,
3,Yritysmuoto,Osakeyhtiö,07.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.08.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.08.2015,,
8,Yrityksen tila,Rekisterissä,07.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.03.2020,
11,Yhteystiedot,,12.04.2018,
12,Postiosoite,Aarnivalkeantie 5 C 43  02100  Espoo  Suomi,,
13,Käyntiosoite,Lapinlahdenkatu 16  00180  Helsinki  Suomi,,
14,Puhelin,"0504135609, 0504135609",,
15,Sähköposti,olavi.paananen(a)perille.fi,,
16,Www,http://www.perille.fi,,
