,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gastromobile Oy,30.10.2015,
1,Y-tunnus,2720450-5,,
2,Kotipaikka,Parainen,30.10.2015,
3,Yritysmuoto,Osakeyhtiö,30.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.10.2015,,
6,Viimeisin rekisteröintiajankohta,23.05.2022,23.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.10.2015,,
8,Yrityksen tila,Rekisterissä,30.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.05.2022,
11,Yhteystiedot,,26.10.2015,
12,Postiosoite,c/o Juha Palmula  Teljäntie 9 A 4  00350  Helsinki  Suomi,,
13,Käyntiosoite,Teljäntie 9 A 4  00350  Helsinki  Suomi,,
14,Puhelin,+358500485897,,
15,Sähköposti,info(a)gastromobile.fi,,
16,Www,http://www.gastromobile.fi,,
