,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karelia eriste oy,23.11.2015,
1,Y-tunnus,2724874-3,,
2,Kotipaikka,Joensuu,23.11.2015,
3,Yritysmuoto,Osakeyhtiö,23.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.11.2015,,
6,Viimeisin rekisteröintiajankohta,14.09.2022,14.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.11.2015,,
8,Yrityksen tila,Rekisterissä,23.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.05.2020,
11,Yhteystiedot,,07.10.2022,
12,Postiosoite,Leppätie 1  80330  Reijola  Suomi,,
13,Käyntiosoite,Leppätie 1  80330  Reijola  Suomi,,
14,Puhelin,"0503864568, 0503864568",,
15,Sähköposti,tomi.kankkunen(a)kareliaeriste.fi,,
