,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Salmen Pinta Oy,27.01.2016,
1,Y-tunnus,2735466-9,,
2,Kotipaikka,Iisalmi,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.08.2022,
11,Yhteystiedot,,31.01.2023,
12,Postiosoite,Lumpeisentie 207  70800  Kuopio  Suomi,,
13,Puhelin,0504118101,,
14,Sähköposti,ruuska2014(a)gmail.com,,
