,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Artturi Rönkä Oy,27.01.2015,
1,Y-tunnus,2665467-8,,
2,Kotipaikka,Helsinki,27.01.2015,
3,Yritysmuoto,Osakeyhtiö,27.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2015,,
6,Viimeisin rekisteröintiajankohta,25.02.2023,25.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2015,,
8,Yrityksen tila,Rekisterissä,27.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,27.05.2018,
12,Postiosoite,c/o Artturi Rönkä  Hämeentie 70 B 26  00550  Helsinki  Suomi,,
13,Käyntiosoite,c/o Artturi Rönkä  Hämeentie 70 B 26  00550  Helsinki  Suomi,,
14,Puhelin,0407517251,,
15,Sähköposti,artturironka(a)gmail.com,,
16,Www,http://www.artturironka.fi,,
