,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Neljä härkää Oy,22.05.2015,
1,Y-tunnus,2689930-9,,
2,Kotipaikka,Helsinki,22.05.2015,
3,Yritysmuoto,Osakeyhtiö,22.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.05.2015,,
6,Lakkaamisajankohta,12.10.2020,12.10.2020,
7,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
8,Yrityksen tiedot järjestelmässä alkaen,22.05.2015,,
9,Yrityksen tila,Lakannut,12.10.2020,
10,Yrityksen tilanne,Selvitystilassa,02.02.2021,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
