,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pienkonekorjaamo Jukan Kone Oy,27.01.2015,
1,Y-tunnus,2666511-5,,
2,Kotipaikka,Kouvola,27.01.2015,
3,Yritysmuoto,Osakeyhtiö,27.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2022,26.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2015,,
8,Yrityksen tila,Rekisterissä,27.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,01.11.2017,
12,Postiosoite,Teollisuuskaari 14 A  45740  Kuusankoski  Suomi,,
13,Käyntiosoite,Teollisuuskaari 14 A  45740  Kuusankoski  Suomi,,
14,Puhelin,040 9617 138,,
15,Sähköposti,jukka.peni(a)jukankone.fi,,
16,Www,http://www.jukankone.fi,,
