,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AutoAnamaker OY,13.10.2015,
1,Y-tunnus,2716036-2,,
2,Kotipaikka,Vantaa,13.10.2015,
3,Yritysmuoto,Osakeyhtiö,13.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.10.2015,,
6,Viimeisin rekisteröintiajankohta,10.02.2021,10.02.2021,
7,Yrityksen tiedot järjestelmässä alkaen,13.10.2015,,
8,Yrityksen tila,Rekisterissä,13.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,06.10.2015,
12,Postiosoite,Hyppytie 5 B 7  01280  Vantaa  Suomi,,
13,Käyntiosoite,Hyppytie 5 B 7  01280  Vantaa  Suomi,,
14,Puhelin,0408480838,,
15,Sähköposti,erna70(a)hotmail.fi,,
