,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Prevector Oy,25.01.2016,
1,Y-tunnus,2737342-1,,
2,Kotipaikka,Lempäälä,25.01.2016,
3,Yritysmuoto,Osakeyhtiö,25.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.01.2016,,
6,Viimeisin rekisteröintiajankohta,22.09.2022,22.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.01.2016,,
8,Yrityksen tila,Rekisterissä,25.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,30.06.2020,
12,Postiosoite,Katepalintie 3  37500  Lempäälä  Suomi,,
13,Puhelin,050 540 8390,,
14,Sähköposti,miikka.anttila(a)fcda.fi,,
